From Location(Scorer),X Coordinate,Y Coordinate
Green,10824.68000000000000000000,9962.48300000000000000000
Green,10824.77100000000000000000,9963.62800000000000000000
Green,10824.04500000000000000000,9960.71900000000000000000
Green,10823.30300000000000000000,9961.89100000000000000000
Green,10824.85200000000000000000,9963.30200000000000000000
Green,10823.86900000000000000000,9961.37000000000000000000
Green,10879.97100000000000000000,9949.45600000000000000000
Green,10879.57200000000000000000,9947.97600000000000000000
Green,10878.44100000000000000000,9950.16700000000000000000
Green,10879.71000000000000000000,9948.55300000000000000000
Green,10878.06900000000000000000,9949.02500000000000000000
Green,10883.00000000000000000000,9948.88900000000000000000
Green,10835.76900000000000000000,9978.74300000000000000000
Green,10837.07200000000000000000,9977.65800000000000000000
Green,10837.12800000000000000000,9979.15400000000000000000
Green,10835.77500000000000000000,9977.11800000000000000000
Green,10840.14300000000000000000,9977.42300000000000000000
Green,10836.23200000000000000000,9977.39600000000000000000
Green,10839.61700000000000000000,9978.48000000000000000000
Green,10837.17200000000000000000,9976.90400000000000000000
Green,10833.74100000000000000000,9977.65500000000000000000
Green,10835.06800000000000000000,9977.24600000000000000000
Green,10837.54500000000000000000,9977.73100000000000000000
Green,10835.04500000000000000000,9977.49100000000000000000
Green,10838.25600000000000000000,9976.06000000000000000000
Green,10836.80300000000000000000,9974.97700000000000000000
Green,10837.87000000000000000000,9979.78100000000000000000
Green Side Bunker,10884.75500000000000000000,9952.01600000000000000000
Green Side Bunker,10882.13900000000000000000,9947.46800000000000000000
Green Side Bunker,10877.68900000000000000000,9948.88700000000000000000
Green Side Bunker,10887.14700000000000000000,9960.88000000000000000000
Green Side Bunker,10879.78200000000000000000,9945.42600000000000000000
Green Side Bunker,10866.65600000000000000000,9940.75200000000000000000
Green Side Bunker,10836.68000000000000000000,9969.86200000000000000000
Green Side Bunker,10879.17100000000000000000,9945.72000000000000000000
Green Side Bunker,10882.34200000000000000000,9959.35500000000000000000
Green Side Bunker,10832.84800000000000000000,9962.51000000000000000000
Green Side Bunker,10887.42200000000000000000,9952.35000000000000000000
Green Side Bunker,10874.77700000000000000000,9939.67000000000000000000
Green Side Bunker,10884.29800000000000000000,9951.17100000000000000000
Green Side Bunker,10881.39700000000000000000,9951.33900000000000000000
Green Side Bunker,10860.71200000000000000000,9946.18500000000000000000
Green Side Bunker,10880.21600000000000000000,9954.11800000000000000000
Green Side Bunker,10877.22800000000000000000,9940.27300000000000000000
Green Side Bunker,10877.56600000000000000000,9950.81500000000000000000
Green Side Bunker,10882.06700000000000000000,9952.76500000000000000000
Intermediate Rough,10889.98900000000000000000,9947.43600000000000000000
Intermediate Rough,10846.23100000000000000000,9949.63100000000000000000
Intermediate Rough,10820.66300000000000000000,9947.71600000000000000000
Intermediate Rough,10838.48000000000000000000,9975.97200000000000000000
Intermediate Rough,10821.56200000000000000000,9962.93400000000000000000
Intermediate Rough,10799.17700000000000000000,9910.10300000000000000000
Intermediate Rough,10847.11500000000000000000,9938.94600000000000000000
Intermediate Rough,10880.75600000000000000000,9914.45100000000000000000
Intermediate Rough,10863.16600000000000000000,9940.03200000000000000000
Intermediate Rough,10857.94100000000000000000,9881.63800000000000000000
Intermediate Rough,10851.46900000000000000000,9968.85200000000000000000
Intermediate Rough,10838.53500000000000000000,9964.37600000000000000000
Intermediate Rough,10837.37000000000000000000,9928.13400000000000000000
Intermediate Rough,10845.78900000000000000000,9947.55000000000000000000
Intermediate Rough,10798.12100000000000000000,9927.61500000000000000000
Intermediate Rough,10874.68000000000000000000,9931.65400000000000000000
Intermediate Rough,10859.52800000000000000000,9943.02800000000000000000
Intermediate Rough,10870.04900000000000000000,9943.56000000000000000000
Intermediate Rough,10848.38700000000000000000,9971.19000000000000000000
Intermediate Rough,10890.43800000000000000000,9950.22000000000000000000
Intermediate Rough,10884.09000000000000000000,9943.98600000000000000000
Intermediate Rough,10840.32800000000000000000,9940.06600000000000000000
Intermediate Rough,10834.84900000000000000000,9966.74600000000000000000
Intermediate Rough,10837.04400000000000000000,9972.69600000000000000000
Intermediate Rough,10839.78000000000000000000,9954.83300000000000000000
Intermediate Rough,10868.96600000000000000000,9909.62800000000000000000
Intermediate Rough,10823.34400000000000000000,9978.35300000000000000000
Intermediate Rough,10834.65600000000000000000,9978.72600000000000000000
Intermediate Rough,10880.61100000000000000000,9965.69500000000000000000
Intermediate Rough,10874.04900000000000000000,9914.69500000000000000000
Intermediate Rough,10852.96100000000000000000,9906.57000000000000000000
Intermediate Rough,10841.48100000000000000000,9965.85100000000000000000
Intermediate Rough,10874.27200000000000000000,9931.55700000000000000000
Intermediate Rough,10858.50000000000000000000,9909.64000000000000000000
Intermediate Rough,10849.86000000000000000000,9937.68900000000000000000
Intermediate Rough,10791.60000000000000000000,9930.33000000000000000000
Intermediate Rough,10834.54800000000000000000,9968.44000000000000000000
Intermediate Rough,10879.84700000000000000000,9948.90100000000000000000
Intermediate Rough,10850.85100000000000000000,9952.99900000000000000000
Intermediate Rough,10849.69200000000000000000,9992.00100000000000000000
Intermediate Rough,10837.62800000000000000000,9977.96000000000000000000
Intermediate Rough,10856.28900000000000000000,9942.76200000000000000000
Intermediate Rough,10887.45000000000000000000,9948.21700000000000000000
Intermediate Rough,10841.99200000000000000000,9921.30100000000000000000
Intermediate Rough,10883.15900000000000000000,9948.65500000000000000000
Intermediate Rough,10832.87800000000000000000,9967.36800000000000000000
Intermediate Rough,10882.02700000000000000000,9952.47700000000000000000
Intermediate Rough,10840.72900000000000000000,9981.88400000000000000000
Intermediate Rough,10853.61400000000000000000,9956.08500000000000000000
Intermediate Rough,10828.49500000000000000000,9965.75200000000000000000
Intermediate Rough,10837.04900000000000000000,9975.88600000000000000000
Intermediate Rough,10837.31600000000000000000,9979.36700000000000000000
Intermediate Rough,10869.73500000000000000000,9910.76900000000000000000
Intermediate Rough,10824.43900000000000000000,9965.55900000000000000000
Intermediate Rough,10856.68300000000000000000,9974.96000000000000000000
Native Area,10676.96800000000000000000,9612.96600000000000000000
Other,10915.39900000000000000000,9920.30500000000000000000
Primary Rough,10870.13200000000000000000,9957.17200000000000000000
Primary Rough,10848.00900000000000000000,9996.93500000000000000000
Primary Rough,10874.31900000000000000000,9952.27100000000000000000
Primary Rough,10866.57500000000000000000,9947.00200000000000000000
Primary Rough,10852.48400000000000000000,9886.69300000000000000000
Primary Rough,10686.83400000000000000000,9608.47300000000000000000
Primary Rough,10862.22400000000000000000,9964.45000000000000000000
Primary Rough,10871.47100000000000000000,9949.31100000000000000000
Primary Rough,10849.89200000000000000000,9938.03200000000000000000
Primary Rough,10849.56300000000000000000,9970.56600000000000000000
Primary Rough,10820.56200000000000000000,9920.79100000000000000000
Primary Rough,10834.44700000000000000000,9992.43600000000000000000
Primary Rough,10838.30900000000000000000,9980.24800000000000000000
Primary Rough,10850.13200000000000000000,9973.63800000000000000000
Primary Rough,10825.21900000000000000000,9926.23300000000000000000
Primary Rough,10780.30000000000000000000,9921.96000000000000000000
Primary Rough,10818.81300000000000000000,9978.07200000000000000000
Primary Rough,10825.69000000000000000000,9982.04900000000000000000
Primary Rough,10835.63300000000000000000,9992.93200000000000000000
Primary Rough,10849.89600000000000000000,9960.72400000000000000000
Primary Rough,10835.72000000000000000000,9965.70600000000000000000
Primary Rough,10809.36200000000000000000,9951.42500000000000000000
Primary Rough,10832.37100000000000000000,9924.08900000000000000000
Primary Rough,10842.81800000000000000000,9968.39600000000000000000
Primary Rough,10834.59700000000000000000,9959.60600000000000000000
Primary Rough,10849.40200000000000000000,9943.15300000000000000000
Primary Rough,10832.10900000000000000000,9931.13600000000000000000
Primary Rough,10853.77000000000000000000,9946.22400000000000000000
Primary Rough,10871.70400000000000000000,9943.99300000000000000000
Primary Rough,10733.34700000000000000000,9810.35500000000000000000
Primary Rough,10860.75200000000000000000,9928.97300000000000000000
Primary Rough,10795.20600000000000000000,9810.89300000000000000000
Primary Rough,10844.06100000000000000000,9913.00000000000000000000
Primary Rough,10881.75900000000000000000,9949.45300000000000000000
Primary Rough,10834.45700000000000000000,9947.64500000000000000000
Primary Rough,10828.28700000000000000000,9956.24400000000000000000
Primary Rough,10842.67800000000000000000,9936.21400000000000000000
Primary Rough,10833.56500000000000000000,9945.06300000000000000000
Primary Rough,10798.82700000000000000000,9927.45300000000000000000
Primary Rough,10848.94400000000000000000,9991.21500000000000000000
Primary Rough,10839.26700000000000000000,9965.60000000000000000000
Primary Rough,10848.20700000000000000000,9984.31800000000000000000
Primary Rough,10875.59900000000000000000,9959.52400000000000000000
Primary Rough,10839.15100000000000000000,9933.27700000000000000000
Primary Rough,10843.78500000000000000000,9998.89100000000000000000
Primary Rough,10836.86800000000000000000,9974.87800000000000000000
Primary Rough,10865.23500000000000000000,9982.04800000000000000000
Primary Rough,10853.59900000000000000000,9975.16000000000000000000
Primary Rough,10729.06000000000000000000,9861.74400000000000000000
Primary Rough,10841.71600000000000000000,9979.72100000000000000000
Primary Rough,10850.24000000000000000000,9948.63600000000000000000
Primary Rough,10839.96800000000000000000,9940.16700000000000000000
Primary Rough,10833.90400000000000000000,9972.00300000000000000000
Primary Rough,10835.05200000000000000000,9979.29400000000000000000
Primary Rough,10778.33700000000000000000,9924.96900000000000000000
Primary Rough,10837.85900000000000000000,9988.19000000000000000000
Primary Rough,10870.04100000000000000000,9950.70500000000000000000
Primary Rough,10774.05200000000000000000,9761.81200000000000000000
Primary Rough,10850.11700000000000000000,9997.49500000000000000000
Primary Rough,10878.28300000000000000000,9949.09200000000000000000
Primary Rough,10849.04700000000000000000,9957.59400000000000000000
Primary Rough,10798.82700000000000000000,9928.27200000000000000000
Primary Rough,10842.92400000000000000000,9912.40700000000000000000
Primary Rough,10837.29600000000000000000,9972.83600000000000000000
Primary Rough,10801.78900000000000000000,9929.61300000000000000000
Primary Rough,10842.67100000000000000000,9906.43600000000000000000
Primary Rough,10836.38600000000000000000,9960.16200000000000000000
Primary Rough,10835.04000000000000000000,9948.39500000000000000000
Primary Rough,10858.31100000000000000000,9959.02000000000000000000
Primary Rough,10848.53300000000000000000,9941.22800000000000000000
Primary Rough,10863.88600000000000000000,9947.88200000000000000000
Primary Rough,10862.96300000000000000000,9990.83400000000000000000
Primary Rough,10849.12200000000000000000,9982.34000000000000000000
Primary Rough,10878.63200000000000000000,9956.17600000000000000000
Primary Rough,10816.02000000000000000000,9939.18000000000000000000
Primary Rough,10753.24200000000000000000,9911.83800000000000000000
Primary Rough,10877.99600000000000000000,9947.43800000000000000000
Primary Rough,10861.35000000000000000000,9958.86300000000000000000
Primary Rough,10821.54300000000000000000,9968.90700000000000000000
Primary Rough,10829.65600000000000000000,9977.93300000000000000000
Primary Rough,10836.17600000000000000000,9945.51200000000000000000
Primary Rough,10861.44900000000000000000,9973.90000000000000000000
Primary Rough,10833.95200000000000000000,9969.73500000000000000000
Primary Rough,10856.92000000000000000000,9971.94900000000000000000
Primary Rough,10866.60400000000000000000,9972.42400000000000000000
Primary Rough,10867.44400000000000000000,9977.56600000000000000000
Primary Rough,10781.97600000000000000000,9918.70600000000000000000
Primary Rough,10844.94300000000000000000,9954.67500000000000000000
Primary Rough,10860.99700000000000000000,9967.23600000000000000000
Primary Rough,10860.37900000000000000000,9984.07900000000000000000
Primary Rough,10840.51500000000000000000,9969.06900000000000000000
Primary Rough,10832.88100000000000000000,9985.79700000000000000000
Primary Rough,10696.98200000000000000000,9807.23800000000000000000
Primary Rough,10844.11300000000000000000,9991.15500000000000000000
Primary Rough,10834.74700000000000000000,9974.28300000000000000000
Primary Rough,10768.76500000000000000000,9827.96700000000000000000
Primary Rough,10878.94000000000000000000,9963.53500000000000000000
Primary Rough,10869.33100000000000000000,9957.73300000000000000000
Primary Rough,10839.24500000000000000000,9956.38800000000000000000
Primary Rough,10856.12700000000000000000,9945.08600000000000000000
Primary Rough,10832.16100000000000000000,9985.70000000000000000000
Primary Rough,10836.54900000000000000000,9984.48800000000000000000
Primary Rough,10771.65100000000000000000,9915.38100000000000000000
Primary Rough,10836.95900000000000000000,9940.44900000000000000000
Primary Rough,10830.30300000000000000000,9951.37000000000000000000
Primary Rough,10824.14700000000000000000,9963.08400000000000000000
Primary Rough,10843.75700000000000000000,9958.72300000000000000000
Primary Rough,10834.31000000000000000000,9954.26800000000000000000
Primary Rough,10821.33500000000000000000,9941.36300000000000000000
Primary Rough,10836.62800000000000000000,9948.59900000000000000000
Primary Rough,10841.03700000000000000000,9925.65000000000000000000
Primary Rough,10829.80200000000000000000,9977.40300000000000000000
Primary Rough,10869.86000000000000000000,9990.91400000000000000000
Primary Rough,10820.07500000000000000000,9970.04100000000000000000
Primary Rough,10828.89600000000000000000,9972.55200000000000000000
Primary Rough,10865.27500000000000000000,9929.63100000000000000000
Primary Rough,10848.41300000000000000000,9923.38300000000000000000
Primary Rough,10874.13500000000000000000,9933.51000000000000000000
Primary Rough,10865.50300000000000000000,9943.13900000000000000000
Primary Rough,10853.34600000000000000000,9849.50100000000000000000
Primary Rough,10875.70500000000000000000,9956.92300000000000000000
Primary Rough,10838.86400000000000000000,9958.03400000000000000000
Primary Rough,10803.92400000000000000000,9875.79800000000000000000
Primary Rough,10732.28100000000000000000,9746.16500000000000000000
Primary Rough,10858.07000000000000000000,9939.22700000000000000000
Primary Rough,10868.91900000000000000000,9956.39700000000000000000
Primary Rough,10842.40500000000000000000,9951.54500000000000000000
Primary Rough,10879.21300000000000000000,9953.49800000000000000000
Primary Rough,10838.94700000000000000000,9940.89700000000000000000
Primary Rough,10839.71900000000000000000,9944.08600000000000000000
Primary Rough,10844.61700000000000000000,9940.46000000000000000000
Primary Rough,10780.52200000000000000000,9904.00800000000000000000
Primary Rough,10850.22600000000000000000,9948.53500000000000000000
Primary Rough,10882.93800000000000000000,9943.78100000000000000000
Primary Rough,10851.95900000000000000000,9886.47000000000000000000
Primary Rough,10638.45100000000000000000,9736.17500000000000000000
Primary Rough,10869.91700000000000000000,9946.27800000000000000000
Primary Rough,10816.69200000000000000000,9931.41400000000000000000
Primary Rough,10837.51600000000000000000,9982.09100000000000000000
Primary Rough,10872.92700000000000000000,9998.16100000000000000000
Primary Rough,10823.92100000000000000000,9962.35900000000000000000
Primary Rough,10829.86600000000000000000,9905.42700000000000000000
Primary Rough,10848.39300000000000000000,9982.65900000000000000000
Primary Rough,10822.32900000000000000000,9871.90800000000000000000
Primary Rough,10853.75700000000000000000,9887.60400000000000000000
Primary Rough,10880.80300000000000000000,9914.03400000000000000000
Primary Rough,10874.56000000000000000000,9909.38000000000000000000
Primary Rough,10815.72100000000000000000,9968.17800000000000000000
Primary Rough,10843.75800000000000000000,9974.22100000000000000000
Primary Rough,10826.84200000000000000000,9929.64300000000000000000
Primary Rough,10864.82800000000000000000,9954.92600000000000000000
Primary Rough,10777.89700000000000000000,9834.82900000000000000000
Primary Rough,10844.03200000000000000000,9958.05900000000000000000
Primary Rough,10863.95500000000000000000,9947.26300000000000000000
Primary Rough,10867.26100000000000000000,9934.87400000000000000000
Primary Rough,10807.00200000000000000000,9852.03200000000000000000
Primary Rough,10870.19100000000000000000,9936.25200000000000000000
Primary Rough,10868.80000000000000000000,9915.55000000000000000000
Primary Rough,10860.24800000000000000000,9950.93700000000000000000
Primary Rough,10840.24600000000000000000,9936.15600000000000000000
Primary Rough,10840.34400000000000000000,9954.38900000000000000000
Primary Rough,10822.26600000000000000000,9936.31900000000000000000
Primary Rough,10868.21500000000000000000,9957.46900000000000000000
Primary Rough,10834.70300000000000000000,9962.34200000000000000000
Primary Rough,10837.33600000000000000000,9944.65700000000000000000
Primary Rough,10843.15200000000000000000,9909.02500000000000000000
Primary Rough,10863.20200000000000000000,9947.14700000000000000000
Primary Rough,10855.67300000000000000000,9940.15500000000000000000
Primary Rough,10819.21300000000000000000,9945.86700000000000000000
Primary Rough,10850.27600000000000000000,9958.73400000000000000000
Primary Rough,10807.57000000000000000000,9956.10700000000000000000
Primary Rough,10879.76500000000000000000,9945.82300000000000000000
Primary Rough,10855.38700000000000000000,9998.15700000000000000000
Primary Rough,10880.55200000000000000000,9948.65900000000000000000
Primary Rough,10874.81800000000000000000,9950.86000000000000000000
Primary Rough,10884.46800000000000000000,9928.29800000000000000000
Primary Rough,10878.79700000000000000000,9949.88600000000000000000
Primary Rough,10863.50000000000000000000,9895.11000000000000000000
Primary Rough,10804.82600000000000000000,9932.71500000000000000000
Primary Rough,10862.13000000000000000000,9969.95100000000000000000
Primary Rough,10848.92500000000000000000,9944.26600000000000000000
Primary Rough,10870.71700000000000000000,9987.00900000000000000000
Primary Rough,10860.94000000000000000000,9914.62600000000000000000
Primary Rough,10825.71500000000000000000,9927.87600000000000000000
Primary Rough,10847.22700000000000000000,9998.87600000000000000000
Primary Rough,10838.98900000000000000000,9983.11400000000000000000
Primary Rough,10838.79100000000000000000,9965.79700000000000000000
Primary Rough,10867.24400000000000000000,9955.40400000000000000000
Primary Rough,10837.23700000000000000000,9999.33000000000000000000
Primary Rough,10834.79700000000000000000,9982.84500000000000000000
Primary Rough,10830.53100000000000000000,9945.95000000000000000000
Primary Rough,10814.25100000000000000000,9965.17000000000000000000
Primary Rough,10806.41600000000000000000,9931.46400000000000000000
Tee Box,10604.50000000000000000000,9736.57000000000000000000
Tee Box,10664.24100000000000000000,9639.08900000000000000000
Tee Box,10752.03300000000000000000,9553.84800000000000000000
Tee Box,10697.05200000000000000000,9535.29900000000000000000
Tee Box,10660.31200000000000000000,9593.10500000000000000000
Tee Box,10711.91800000000000000000,9578.96200000000000000000
Tee Box,10715.62800000000000000000,9672.76300000000000000000
Tee Box,10619.56100000000000000000,9588.38500000000000000000
Tee Box,10674.73800000000000000000,9597.96900000000000000000
Tee Box,10594.33000000000000000000,9605.89600000000000000000
Tee Box,10680.21600000000000000000,9636.21600000000000000000
Tee Box,10638.82900000000000000000,9474.09300000000000000000
Tee Box,10611.46400000000000000000,9581.93800000000000000000
Tee Box,10640.48100000000000000000,9542.21700000000000000000
Tee Box,10680.14500000000000000000,9636.34400000000000000000
Tee Box,10703.35200000000000000000,9455.06900000000000000000
Tee Box,10665.92800000000000000000,9614.20400000000000000000
Tee Box,10653.13400000000000000000,9626.44400000000000000000
Tee Box,10727.07600000000000000000,9517.72700000000000000000
Tee Box,10674.61000000000000000000,9613.77000000000000000000
Tee Box,10609.17800000000000000000,9607.53300000000000000000
Tee Box,10689.74900000000000000000,9579.72500000000000000000
Tee Box,10701.83200000000000000000,9645.91500000000000000000
Tee Box,10631.47400000000000000000,9629.72200000000000000000
Tee Box,10707.74400000000000000000,9659.21600000000000000000
Tee Box,10645.10700000000000000000,9621.32800000000000000000
Tee Box,10681.09800000000000000000,9539.49300000000000000000
Tee Box,10648.03400000000000000000,9627.86400000000000000000
Tee Box,10621.55500000000000000000,9593.67700000000000000000
Tee Box,10659.96700000000000000000,9611.27700000000000000000
Tee Box,10567.05600000000000000000,9516.88800000000000000000
Tee Box,10589.50100000000000000000,9704.13700000000000000000
Tee Box,10688.30800000000000000000,9538.83200000000000000000
Tee Box,10735.75800000000000000000,9544.69400000000000000000
Tee Box,10615.67800000000000000000,9631.29300000000000000000
Tee Box,10633.72600000000000000000,9597.00100000000000000000
Tee Box,10642.73600000000000000000,9537.60400000000000000000
Tee Box,10705.36500000000000000000,9545.03200000000000000000
Tee Box,10609.32300000000000000000,9475.55400000000000000000
Tee Box,10648.90100000000000000000,9565.49200000000000000000
Tee Box,10717.91300000000000000000,9541.53100000000000000000
Tee Box,10534.13500000000000000000,9515.97800000000000000000
Tee Box,10623.72800000000000000000,9541.08000000000000000000
Tee Box,10701.14800000000000000000,9503.51000000000000000000
Tee Box,10648.97300000000000000000,9500.50500000000000000000
Tee Box,10741.72000000000000000000,9595.67900000000000000000
Tee Box,10629.96600000000000000000,9632.85200000000000000000
Tee Box,10597.10300000000000000000,9578.57200000000000000000
Tee Box,10687.14000000000000000000,9664.97600000000000000000
Tee Box,10655.98100000000000000000,9636.29100000000000000000
Tee Box,10689.49700000000000000000,9587.28000000000000000000
Tee Box,10626.17200000000000000000,9584.74700000000000000000
Tee Box,10668.00000000000000000000,9691.68000000000000000000
Tee Box,10654.26300000000000000000,9625.31600000000000000000
Tee Box,10684.15600000000000000000,9538.65800000000000000000
Tee Box,10684.49400000000000000000,9494.38300000000000000000
Tee Box,10629.91500000000000000000,9482.75100000000000000000
Tee Box,10655.69700000000000000000,9416.45600000000000000000
Tee Box,10561.67200000000000000000,9466.61400000000000000000
Tee Box,10532.11500000000000000000,9568.55500000000000000000
Tee Box,10621.93600000000000000000,9606.36900000000000000000
Tee Box,10588.89700000000000000000,9657.70200000000000000000
Tee Box,10685.89800000000000000000,9667.35800000000000000000
Tee Box,10731.01700000000000000000,9580.63000000000000000000
Tee Box,10755.96300000000000000000,9530.05200000000000000000
Tee Box,10714.91500000000000000000,9594.12100000000000000000
Tee Box,10639.25800000000000000000,9585.60800000000000000000
Tee Box,10623.71300000000000000000,9708.86800000000000000000
Tee Box,10673.96200000000000000000,9557.27800000000000000000
Tee Box,10730.32500000000000000000,9468.20200000000000000000
Tee Box,10713.39400000000000000000,9505.80700000000000000000
Tee Box,10577.75200000000000000000,9550.82100000000000000000
Tee Box,10660.20100000000000000000,9558.17700000000000000000
Tee Box,10604.94400000000000000000,9615.85800000000000000000
Tee Box,10628.46000000000000000000,9478.49000000000000000000
Tee Box,10737.06900000000000000000,9469.86100000000000000000
Tee Box,10585.74900000000000000000,9592.39700000000000000000
Tee Box,10627.40000000000000000000,9424.11000000000000000000
Tee Box,10558.96700000000000000000,9478.05200000000000000000
Tee Box,10584.05900000000000000000,9558.08600000000000000000
Tee Box,10643.51900000000000000000,9542.86300000000000000000
Tee Box,10725.49300000000000000000,9609.15000000000000000000
Tee Box,10653.00800000000000000000,9605.48100000000000000000
Tee Box,10609.10500000000000000000,9568.76300000000000000000
Tee Box,10731.32200000000000000000,9602.82500000000000000000
Tee Box,10726.68200000000000000000,9615.04800000000000000000
Tee Box,10693.01700000000000000000,9642.96700000000000000000
Tee Box,10690.81800000000000000000,9516.92200000000000000000
Tee Box,10688.70000000000000000000,9535.35000000000000000000
Tee Box,10731.32100000000000000000,9518.93000000000000000000
Tee Box,10730.98100000000000000000,9603.02100000000000000000
Tee Box,10689.16200000000000000000,9744.76600000000000000000
Tee Box,10671.43200000000000000000,9689.45100000000000000000
Tee Box,10726.47300000000000000000,9635.92200000000000000000
Tee Box,10662.79100000000000000000,9649.78500000000000000000
Tee Box,10651.35600000000000000000,9625.63100000000000000000
Tee Box,10602.38300000000000000000,9580.87300000000000000000
Tee Box,10681.44800000000000000000,9650.59800000000000000000
Tee Box,10669.80600000000000000000,9619.02000000000000000000
Tee Box,10539.46400000000000000000,9607.81100000000000000000
Tee Box,10689.86200000000000000000,9657.97100000000000000000
Tee Box,10623.05900000000000000000,9545.68700000000000000000
Tee Box,10652.68500000000000000000,9606.84500000000000000000
Tee Box,10553.40000000000000000000,9636.20000000000000000000
Tee Box,10633.78700000000000000000,9601.23000000000000000000
Tee Box,10670.54300000000000000000,9669.47900000000000000000
Tee Box,10669.16400000000000000000,9637.87900000000000000000
Tee Box,10665.85200000000000000000,9660.93700000000000000000
Tee Box,10695.41100000000000000000,9573.64100000000000000000
Tee Box,10651.40000000000000000000,9603.50700000000000000000
Tee Box,10665.51800000000000000000,9606.54000000000000000000
Tee Box,10684.88900000000000000000,9637.93500000000000000000
Tee Box,10654.00100000000000000000,9582.27300000000000000000
Tee Box,10605.12500000000000000000,9506.38600000000000000000
Tee Box,10670.86300000000000000000,9578.03700000000000000000
Tee Box,10627.75800000000000000000,9601.01900000000000000000
Tee Box,10679.13300000000000000000,9685.37000000000000000000
Tee Box,10701.42300000000000000000,9741.25400000000000000000
Tee Box,10650.37900000000000000000,9636.66100000000000000000
Tee Box,10589.08800000000000000000,9671.31000000000000000000
Tee Box,10715.03500000000000000000,9597.29100000000000000000
Tee Box,10645.72300000000000000000,9601.68900000000000000000
Tee Box,10626.00900000000000000000,9610.75500000000000000000
Tee Box,10694.12300000000000000000,9680.62500000000000000000
Tee Box,10550.74600000000000000000,9549.38500000000000000000
Tee Box,10556.40000000000000000000,9459.82000000000000000000
Tee Box,10727.96700000000000000000,9538.22100000000000000000
Tee Box,10583.46200000000000000000,9527.00500000000000000000
Tee Box,10593.57200000000000000000,9530.36200000000000000000
Tee Box,10677.54400000000000000000,9313.31800000000000000000
Tee Box,10649.22900000000000000000,9499.57200000000000000000
Tee Box,10617.48400000000000000000,9510.97000000000000000000
Tee Box,10706.89200000000000000000,9596.42900000000000000000
Tee Box,10666.24500000000000000000,9653.76100000000000000000
Tee Box,10668.99200000000000000000,9493.46600000000000000000
Tee Box,10546.41500000000000000000,9587.03000000000000000000
Tee Box,10657.33500000000000000000,9597.89700000000000000000
Tee Box,10702.48900000000000000000,9563.60300000000000000000
Tee Box,10663.63200000000000000000,9594.55600000000000000000
Tee Box,10597.76300000000000000000,9536.60000000000000000000
Tee Box,10607.07300000000000000000,9616.27600000000000000000
Tee Box,10709.53900000000000000000,9633.60100000000000000000
Tee Box,10719.90500000000000000000,9601.34100000000000000000
Tee Box,10658.12700000000000000000,9600.45800000000000000000
Tee Box,10648.46000000000000000000,9568.34800000000000000000
Tee Box,10647.90700000000000000000,9549.66500000000000000000
Tee Box,10588.90300000000000000000,9578.47600000000000000000
Tee Box,10602.89200000000000000000,9577.34400000000000000000
Tee Box,10705.20400000000000000000,9600.38000000000000000000
Tee Box,10663.60800000000000000000,9500.37800000000000000000
Tee Box,10509.47500000000000000000,9509.79900000000000000000
Tee Box,10684.34500000000000000000,9614.12000000000000000000
Tee Box,10724.85300000000000000000,9576.74100000000000000000
Tee Box,10624.25800000000000000000,9579.28100000000000000000
Tee Box,10654.59000000000000000000,9512.20500000000000000000
Tee Box,10636.50600000000000000000,9562.79900000000000000000
Tee Box,10521.42100000000000000000,9517.60200000000000000000
Tee Box,10645.25000000000000000000,9554.80200000000000000000
Tee Box,10658.42900000000000000000,9489.48100000000000000000
Tee Box,10625.06900000000000000000,9588.91500000000000000000
Tee Box,10671.91200000000000000000,9541.61200000000000000000
Tee Box,10641.93600000000000000000,9555.33200000000000000000
Tee Box,10724.51500000000000000000,9584.71800000000000000000
Tee Box,10582.75000000000000000000,9602.76300000000000000000
Tee Box,10713.19400000000000000000,9606.96000000000000000000
Tee Box,10715.43000000000000000000,9526.31000000000000000000
Tee Box,10664.60500000000000000000,9596.66000000000000000000
Tee Box,10617.05700000000000000000,9627.50300000000000000000
Tee Box,10659.09700000000000000000,9600.64800000000000000000
Tee Box,10615.56100000000000000000,9593.52400000000000000000
Tee Box,10674.18100000000000000000,9518.58900000000000000000
Tee Box,10582.11100000000000000000,9498.32700000000000000000
Tee Box,10613.02300000000000000000,9547.11300000000000000000
Tee Box,10650.28600000000000000000,9537.61200000000000000000
Tee Box,10710.98000000000000000000,9616.78100000000000000000
Tee Box,10626.55000000000000000000,9625.53600000000000000000
Tee Box,10600.92000000000000000000,9372.22900000000000000000
Tee Box,10699.50000000000000000000,9576.94000000000000000000
Tee Box,10591.59500000000000000000,9537.55700000000000000000
Tee Box,10661.33800000000000000000,9595.82100000000000000000
Tee Box,10671.25200000000000000000,9589.50000000000000000000
Tee Box,10727.16000000000000000000,9552.61400000000000000000
Tee Box,10726.94300000000000000000,9552.45000000000000000000
Tee Box,10645.68800000000000000000,9554.76600000000000000000
Tee Box,10718.05300000000000000000,9619.64700000000000000000
Tee Box,10656.94700000000000000000,9614.06900000000000000000
Tee Box,10657.99000000000000000000,9358.27400000000000000000
Tee Box,10722.08600000000000000000,9562.60000000000000000000
Tee Box,10595.00200000000000000000,9712.82400000000000000000
Tee Box,10640.67600000000000000000,9641.29700000000000000000
Tee Box,10676.68400000000000000000,9598.53400000000000000000
