From Location(Scorer),X Coordinate,Y Coordinate
Fairway,10851.87800000000000000000,9967.30500000000000000000
Fairway,10811.26800000000000000000,9968.26000000000000000000
Fairway,10834.18400000000000000000,9970.46400000000000000000
Fairway,10821.45400000000000000000,9977.24700000000000000000
Fairway,10860.48500000000000000000,10026.05400000000000000000
Fairway,10826.26800000000000000000,10002.84900000000000000000
Fairway,10834.81700000000000000000,9950.29400000000000000000
Fairway,10842.25400000000000000000,9998.14000000000000000000
Fairway,10846.15000000000000000000,9971.13300000000000000000
Fairway,10840.16900000000000000000,9961.81600000000000000000
Fairway,10827.71200000000000000000,9987.06900000000000000000
Fairway,10873.55000000000000000000,9950.78200000000000000000
Fairway,10876.14600000000000000000,9933.97100000000000000000
Fairway,10872.19300000000000000000,9936.91500000000000000000
Fairway,10863.82900000000000000000,9941.08400000000000000000
Fairway,10858.01900000000000000000,9952.69300000000000000000
Fairway,10876.53000000000000000000,9966.30200000000000000000
Fairway,10867.80400000000000000000,9943.81900000000000000000
Fairway,10863.47900000000000000000,9945.13200000000000000000
Fairway,10897.72000000000000000000,9955.08900000000000000000
Fairway,10868.29900000000000000000,9941.45400000000000000000
Fairway,10863.51400000000000000000,9930.56600000000000000000
Fairway,10832.60800000000000000000,9972.46700000000000000000
Fairway,10846.33700000000000000000,9956.14300000000000000000
Fairway,10832.51400000000000000000,9950.15000000000000000000
Fairway,10827.35500000000000000000,9951.72200000000000000000
Fairway,10830.72800000000000000000,9959.40500000000000000000
Fairway,10822.87500000000000000000,9963.93100000000000000000
Fairway,10836.85200000000000000000,9950.25900000000000000000
Fairway,10826.83600000000000000000,9988.03600000000000000000
Fairway,10868.81000000000000000000,9939.45900000000000000000
Fairway,10861.56300000000000000000,9948.65800000000000000000
Fairway,10833.40300000000000000000,9922.41800000000000000000
Fairway,10849.31600000000000000000,9945.05300000000000000000
Fairway,10854.99700000000000000000,9935.44600000000000000000
Fringe,10821.75000000000000000000,9956.16100000000000000000
Fringe,10876.30200000000000000000,9952.92100000000000000000
Fringe,10837.21100000000000000000,9977.42700000000000000000
Fringe,10836.04400000000000000000,9977.58200000000000000000
Fringe,10836.00400000000000000000,9974.71300000000000000000
Fringe,10835.26100000000000000000,9978.07900000000000000000
Fringe,10827.20000000000000000000,9967.37000000000000000000
Fringe,10832.16400000000000000000,9965.18200000000000000000
Fringe,10880.03900000000000000000,9947.63900000000000000000
Fringe,10877.16700000000000000000,9953.98300000000000000000
Fringe,10835.20200000000000000000,9970.79500000000000000000
Fringe,10881.05700000000000000000,9951.51200000000000000000
Fringe,10882.93800000000000000000,9950.91000000000000000000
Fringe,10880.83200000000000000000,9951.02300000000000000000
Fringe,10844.79000000000000000000,9939.40500000000000000000
Fringe,10823.26600000000000000000,9962.05000000000000000000
Fringe,10837.51500000000000000000,9977.71400000000000000000
Green,10836.05900000000000000000,9978.55100000000000000000
Green,10838.47400000000000000000,9975.71300000000000000000
Green,10836.96800000000000000000,9979.04600000000000000000
Green,10836.41800000000000000000,9975.68800000000000000000
Green,10836.84900000000000000000,9977.19100000000000000000
Green,10882.44100000000000000000,9950.85000000000000000000
Green,10836.10300000000000000000,9977.64900000000000000000
Green,10881.37300000000000000000,9949.52200000000000000000
Green,10836.85900000000000000000,9984.55700000000000000000
Green,10837.87200000000000000000,9974.93500000000000000000
Green,10836.31400000000000000000,9977.34600000000000000000
Green,10836.78100000000000000000,9978.17200000000000000000
Green,10839.47200000000000000000,9977.15500000000000000000
Green,10837.20100000000000000000,9976.81300000000000000000
Green,10835.13100000000000000000,9978.09500000000000000000
Green,10836.12700000000000000000,9975.47200000000000000000
Green,10824.89900000000000000000,9960.52200000000000000000
Green,10825.12000000000000000000,9964.26900000000000000000
Green,10826.64200000000000000000,9961.66200000000000000000
Green,10824.64200000000000000000,9962.01200000000000000000
Green,10824.32600000000000000000,9961.87900000000000000000
Green,10881.56500000000000000000,9951.74000000000000000000
Green,10883.59400000000000000000,9949.62800000000000000000
Green,10881.60200000000000000000,9952.13400000000000000000
Green,10875.23200000000000000000,9948.44700000000000000000
Green,10885.40400000000000000000,9947.79300000000000000000
Green,10881.69500000000000000000,9949.49700000000000000000
Green,10882.32500000000000000000,9949.90600000000000000000
Green,10880.51500000000000000000,9952.85400000000000000000
Green,10879.00500000000000000000,9950.65600000000000000000
Green,10880.44800000000000000000,9950.85000000000000000000
Green,10878.18100000000000000000,9949.79800000000000000000
Green,10880.12900000000000000000,9950.23600000000000000000
Green,10825.92900000000000000000,9963.66300000000000000000
Green,10861.78000000000000000000,9945.70500000000000000000
Green,10861.35900000000000000000,9946.43900000000000000000
Green,10822.71500000000000000000,9963.32600000000000000000
Green,10827.61100000000000000000,9962.15500000000000000000
Green,10822.90400000000000000000,9960.89500000000000000000
Green,10865.00600000000000000000,9945.37200000000000000000
Green,10882.38800000000000000000,9951.40200000000000000000
Green,10880.09100000000000000000,9947.65400000000000000000
Green,10828.66500000000000000000,9960.87600000000000000000
Green,10824.80600000000000000000,9961.61600000000000000000
Green,10822.36600000000000000000,9963.28000000000000000000
Green,10880.34400000000000000000,9950.81600000000000000000
Green,10886.71100000000000000000,9954.47600000000000000000
Green,10882.06300000000000000000,9951.15800000000000000000
Green,10880.39100000000000000000,9949.84800000000000000000
Green,10883.10200000000000000000,9953.51100000000000000000
Green,10881.40100000000000000000,9946.15200000000000000000
Green,10876.75000000000000000000,9950.41400000000000000000
Green,10880.19400000000000000000,9949.74700000000000000000
Green,10879.10000000000000000000,9951.89300000000000000000
Green,10881.42300000000000000000,9951.05000000000000000000
Green,10882.50200000000000000000,9949.81100000000000000000
Green,10872.73500000000000000000,9949.69500000000000000000
Green,10880.34000000000000000000,9949.02000000000000000000
Green,10880.69200000000000000000,9950.36800000000000000000
Green,10837.57900000000000000000,9977.23500000000000000000
Green,10835.44600000000000000000,9977.97800000000000000000
Green,10835.71900000000000000000,9980.00600000000000000000
Green,10832.67400000000000000000,9980.17600000000000000000
Green,10835.75800000000000000000,9977.51500000000000000000
Green,10834.49000000000000000000,9981.68300000000000000000
Green,10837.22800000000000000000,9976.19900000000000000000
Green,10836.79000000000000000000,9976.67800000000000000000
Green,10838.31000000000000000000,9986.63800000000000000000
Green,10835.75100000000000000000,9975.69600000000000000000
Green,10836.61000000000000000000,9984.49600000000000000000
Green,10836.50000000000000000000,9977.20200000000000000000
Green,10834.90700000000000000000,9978.34600000000000000000
Green,10835.97800000000000000000,9977.18500000000000000000
Green,10836.54800000000000000000,9978.18300000000000000000
Green,10837.05300000000000000000,9980.07100000000000000000
Green,10833.80000000000000000000,9971.63200000000000000000
Green,10835.85300000000000000000,9979.13300000000000000000
Green,10837.07900000000000000000,9980.09000000000000000000
Green,10836.82200000000000000000,9978.63500000000000000000
Green,10860.51500000000000000000,9943.86800000000000000000
Green,10863.05400000000000000000,9944.93600000000000000000
Green,10863.64100000000000000000,9944.65600000000000000000
Green,10862.08100000000000000000,9944.69200000000000000000
Green,10878.20300000000000000000,9951.98900000000000000000
Green,10878.93900000000000000000,9950.57900000000000000000
Green,10882.25700000000000000000,9950.20400000000000000000
Green,10881.94500000000000000000,9950.94200000000000000000
Green,10882.23400000000000000000,9951.06200000000000000000
Green,10879.59700000000000000000,9950.38100000000000000000
Green,10863.07300000000000000000,9944.57100000000000000000
Green,10861.00100000000000000000,9944.39400000000000000000
Green,10864.61900000000000000000,9944.84800000000000000000
Green,10860.24700000000000000000,9943.95500000000000000000
Green,10862.23100000000000000000,9940.98900000000000000000
Green,10863.48200000000000000000,9943.05800000000000000000
Green,10862.35700000000000000000,9944.69200000000000000000
Green,10864.08900000000000000000,9943.86200000000000000000
Green,10861.86100000000000000000,9945.19100000000000000000
Green,10864.39600000000000000000,9944.59400000000000000000
Green,10878.25900000000000000000,9949.76200000000000000000
Green,10888.63100000000000000000,9951.56700000000000000000
Green,10879.48500000000000000000,9950.66800000000000000000
Green,10883.63100000000000000000,9949.61300000000000000000
Green,10880.48000000000000000000,9949.40800000000000000000
Green,10880.62700000000000000000,9951.44400000000000000000
Green,10879.74400000000000000000,9945.42100000000000000000
Green,10881.02800000000000000000,9949.62700000000000000000
Green,10881.11600000000000000000,9950.03400000000000000000
Green,10881.12800000000000000000,9950.29000000000000000000
Green,10880.18700000000000000000,9949.18500000000000000000
Green,10882.61100000000000000000,9950.96500000000000000000
Green,10879.98500000000000000000,9952.00800000000000000000
Green,10836.35000000000000000000,9977.61900000000000000000
Green,10836.35100000000000000000,9977.65700000000000000000
Green,10836.47200000000000000000,9976.69600000000000000000
Green,10838.72700000000000000000,9979.28100000000000000000
Green,10836.53000000000000000000,9978.35300000000000000000
Green,10838.44100000000000000000,9979.35900000000000000000
Green,10836.86100000000000000000,9978.01600000000000000000
Green,10838.03100000000000000000,9980.04500000000000000000
Green,10883.19300000000000000000,9950.49600000000000000000
Green,10880.40800000000000000000,9949.73600000000000000000
Green,10880.67500000000000000000,9950.92400000000000000000
Green,10880.61700000000000000000,9952.26400000000000000000
Green,10882.00800000000000000000,9951.50400000000000000000
Green,10877.99600000000000000000,9951.42300000000000000000
Green,10881.07100000000000000000,9947.79000000000000000000
Green,10839.39200000000000000000,9978.35400000000000000000
Green,10835.20200000000000000000,9977.63900000000000000000
Green,10836.92900000000000000000,9979.54300000000000000000
Green,10836.31300000000000000000,9978.03100000000000000000
Green,10836.88300000000000000000,9980.47700000000000000000
Green,10883.95800000000000000000,9948.69500000000000000000
Green,10879.55500000000000000000,9947.53100000000000000000
Green,10881.40000000000000000000,9952.49600000000000000000
Green,10879.47300000000000000000,9946.95100000000000000000
Green,10877.75000000000000000000,9949.29600000000000000000
Green,10879.52600000000000000000,9946.80500000000000000000
Green,10881.72200000000000000000,9951.43500000000000000000
Green,10823.55800000000000000000,9964.10500000000000000000
Green,10822.51600000000000000000,9961.80400000000000000000
Green,10826.29400000000000000000,9960.61400000000000000000
Green,10823.82000000000000000000,9961.21900000000000000000
Green,10880.49100000000000000000,9948.87800000000000000000
Green,10824.40100000000000000000,9961.48000000000000000000
Green,10826.28900000000000000000,9962.42900000000000000000
Green,10824.19900000000000000000,9961.66200000000000000000
Green,10823.02600000000000000000,9962.94000000000000000000
Green,10822.76600000000000000000,9957.88000000000000000000
Green,10826.03600000000000000000,9964.83000000000000000000
Green,10838.67000000000000000000,9978.24600000000000000000
Green,10880.11100000000000000000,9951.14100000000000000000
Green,10836.96200000000000000000,9976.63500000000000000000
Green,10836.64700000000000000000,9977.90600000000000000000
Green,10838.22500000000000000000,9977.44800000000000000000
Green,10836.79800000000000000000,9978.00000000000000000000
Green,10836.56800000000000000000,9977.83400000000000000000
Green,10837.14300000000000000000,9976.25500000000000000000
Green,10835.78900000000000000000,9978.16300000000000000000
Green,10835.92800000000000000000,9977.45300000000000000000
Green,10837.88600000000000000000,9976.83400000000000000000
Green,10836.50500000000000000000,9978.16500000000000000000
Green,10834.49000000000000000000,9974.82800000000000000000
Green,10836.93900000000000000000,9978.60000000000000000000
Green,10839.92100000000000000000,9977.11900000000000000000
Green,10835.61300000000000000000,9977.59600000000000000000
Green,10836.76800000000000000000,9976.44300000000000000000
Green,10838.10600000000000000000,9978.10800000000000000000
Green,10834.47900000000000000000,9977.40300000000000000000
Green,10836.06000000000000000000,9977.37200000000000000000
Green,10862.69600000000000000000,9943.42800000000000000000
Green,10861.31400000000000000000,9943.21100000000000000000
Green,10862.51000000000000000000,9944.01700000000000000000
Green,10862.57600000000000000000,9944.10900000000000000000
Green,10825.36200000000000000000,9965.24500000000000000000
Green,10824.78700000000000000000,9963.47900000000000000000
Green,10826.88100000000000000000,9962.97300000000000000000
Green,10824.41000000000000000000,9962.49000000000000000000
Green,10823.66700000000000000000,9963.05400000000000000000
Green,10823.57000000000000000000,9962.96000000000000000000
Green,10823.45900000000000000000,9962.52300000000000000000
Green,10879.04400000000000000000,9954.10000000000000000000
Green,10879.95400000000000000000,9948.87300000000000000000
Green,10879.13300000000000000000,9951.17700000000000000000
Green,10883.40900000000000000000,9947.27100000000000000000
Green,10880.65700000000000000000,9950.61300000000000000000
Green,10881.39300000000000000000,9950.86600000000000000000
Green,10862.03100000000000000000,9944.23500000000000000000
Green,10859.74600000000000000000,9944.64800000000000000000
Green,10859.40900000000000000000,9943.28000000000000000000
Green,10861.18400000000000000000,9943.44900000000000000000
Green,10864.16300000000000000000,9942.29100000000000000000
Green,10879.59300000000000000000,9949.66100000000000000000
Green,10881.91300000000000000000,9952.15300000000000000000
Green,10873.59700000000000000000,9948.03400000000000000000
Green,10881.40900000000000000000,9948.32400000000000000000
Green,10879.84600000000000000000,9949.97500000000000000000
Green,10880.69200000000000000000,9946.47800000000000000000
Green,10838.79000000000000000000,9978.85900000000000000000
Green,10884.00000000000000000000,9950.45500000000000000000
Green,10838.71500000000000000000,9978.58500000000000000000
Green,10837.12600000000000000000,9978.99300000000000000000
Green,10836.11700000000000000000,9977.52700000000000000000
Green,10836.62700000000000000000,9975.79400000000000000000
Green,10830.66500000000000000000,9984.93300000000000000000
Green,10836.87700000000000000000,9977.23900000000000000000
Green,10837.29000000000000000000,9977.89300000000000000000
Green,10838.21000000000000000000,9976.85200000000000000000
Green,10839.35000000000000000000,9975.29600000000000000000
Green,10881.20600000000000000000,9948.04600000000000000000
Green,10883.22900000000000000000,9949.58400000000000000000
Green,10871.54900000000000000000,9945.59100000000000000000
Green,10882.07000000000000000000,9950.57800000000000000000
Green,10824.32600000000000000000,9963.07200000000000000000
Green,10824.82500000000000000000,9962.30800000000000000000
Green,10825.79500000000000000000,9963.40100000000000000000
Green,10823.00500000000000000000,9963.18200000000000000000
Green,10822.30900000000000000000,9958.48200000000000000000
Green,10825.43300000000000000000,9963.96700000000000000000
Green,10827.12200000000000000000,9965.02600000000000000000
Green,10824.33500000000000000000,9961.30800000000000000000
Green,10861.54800000000000000000,9945.98300000000000000000
Green,10861.08200000000000000000,9944.53000000000000000000
Green,10827.14600000000000000000,9961.41500000000000000000
Green,10864.56600000000000000000,9943.54100000000000000000
Green,10859.79300000000000000000,9949.40900000000000000000
Green,10858.49300000000000000000,9944.86200000000000000000
Green,10864.86900000000000000000,9946.21700000000000000000
Green,10861.37600000000000000000,9944.37500000000000000000
Green,10862.50400000000000000000,9943.48300000000000000000
Green,10839.08100000000000000000,9978.32200000000000000000
Green,10834.74200000000000000000,9975.18600000000000000000
Green,10836.84200000000000000000,9978.05700000000000000000
Green,10837.51700000000000000000,9969.33200000000000000000
Green,10836.73200000000000000000,9978.56300000000000000000
Green,10834.93000000000000000000,9977.51800000000000000000
Green,10837.41400000000000000000,9978.94300000000000000000
Green,10882.50600000000000000000,9949.91800000000000000000
Green,10836.74100000000000000000,9975.27600000000000000000
Green,10836.56200000000000000000,9978.01700000000000000000
Green,10836.42200000000000000000,9977.59700000000000000000
Green,10837.67300000000000000000,9979.26500000000000000000
Green,10836.80000000000000000000,9974.81300000000000000000
Green,10836.74200000000000000000,9978.42400000000000000000
Green,10836.64200000000000000000,9978.63100000000000000000
Green,10882.23400000000000000000,9950.01800000000000000000
Green,10879.75000000000000000000,9949.43300000000000000000
Green,10881.97800000000000000000,9948.08700000000000000000
Green,10880.35100000000000000000,9949.82600000000000000000
Green,10878.18700000000000000000,9952.76400000000000000000
Green,10879.97500000000000000000,9950.43700000000000000000
Green,10878.22100000000000000000,9949.73000000000000000000
Green,10823.50100000000000000000,9962.74700000000000000000
Green,10823.33300000000000000000,9963.27700000000000000000
Green,10823.84700000000000000000,9964.98300000000000000000
Green,10825.47900000000000000000,9961.65100000000000000000
Green,10827.32100000000000000000,9961.93300000000000000000
Green,10822.35800000000000000000,9960.00500000000000000000
Green,10881.58800000000000000000,9951.81200000000000000000
Green,10880.35700000000000000000,9950.16000000000000000000
Green,10878.30300000000000000000,9949.36200000000000000000
Green,10824.94600000000000000000,9963.88700000000000000000
Green,10864.92600000000000000000,9942.78300000000000000000
Green,10824.34700000000000000000,9961.31300000000000000000
Green,10824.16100000000000000000,9962.07800000000000000000
Green,10863.20900000000000000000,9944.87300000000000000000
Green,10865.67100000000000000000,9946.06700000000000000000
Green,10863.04700000000000000000,9942.77700000000000000000
Green,10873.40900000000000000000,9942.42400000000000000000
Green,10858.81700000000000000000,9942.78000000000000000000
Green,10863.39400000000000000000,9946.19000000000000000000
Green,10866.24900000000000000000,9941.78700000000000000000
Green,10864.22300000000000000000,9942.68800000000000000000
Green,10861.43800000000000000000,9945.45200000000000000000
Green,10861.70100000000000000000,9946.23500000000000000000
Green,10859.62200000000000000000,9944.45200000000000000000
