Id,Tour,Tour Description,Year,Tournament Sequence Number,Tournament Permanent Number,Tournament Name,Player Number,Player First Name,Player Last Name,Round,Hole Number,Hole Sequence Number,Shot Sequence Number,Club Head Speed,Ball Speed,Smash Factor,Vertical Launch Angle,Horizontal Launch Angle,Valid Launch Spin,Launch Spin,Valid Apex,Apex Range,Apex Side,Apex Height,Valid Actual,Actual Flight Time,Actual Landing Angle,Actual Landing Speed,Actual Range,Actual Side,Actual Height,Valid Flat,Flat Flight Time,Flat Landing Angle,Flat Landing Speed,Flat Range,Flat Side,X Coordinate of Impact,Y Coordinate of Impact,Z Coordinate of Impact,Distance of Impact,Course Number,Course Name,Valid Calculated Drive,Valid Stored Drive,Club,Total Distance,Ending Location Code,Ending Location Description,Weather,Trajectory Sequence,Trajectory X Coordinate,Trajectory Y Coordinate,Trajectory Z Coordinate,Trajectory Time,Extrapolated,Last Updated
11,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,11,10317.69140625000000000000,12843.74316406250000000000,219.04699707031250000000,12:05:37,N,2018-10-25 15:00:34.537
12,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,12,10342.08105468750000000000,12832.03906250000000000000,223.99000549316406000000,12:05:37,N,2018-10-25 15:00:34.537
13,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,13,10365.38867187500000000000,12820.64746093750000000000,228.23899841308594000000,12:05:37,N,2018-10-25 15:00:34.537
14,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,14,10387.70312500000000000000,12809.54296875000000000000,231.78300476074220000000,12:05:37,N,2018-10-25 15:00:34.537
15,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,15,10409.10058593750000000000,12798.70507812500000000000,234.61599731445312000000,12:05:37,N,2018-10-25 15:00:34.537
16,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,16,10429.65625000000000000000,12788.11328125000000000000,236.73199462890625000000,12:05:38,N,2018-10-25 15:00:34.537
17,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,17,10449.42968750000000000000,12777.75195312500000000000,238.13000488281250000000,12:05:38,N,2018-10-25 15:00:34.537
18,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,18,10468.48046875000000000000,12767.60253906250000000000,238.80900573730470000000,12:05:38,N,2018-10-25 15:00:34.537
19,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,19,10486.86035156250000000000,12757.65234375000000000000,238.77200317382812000000,12:05:38,N,2018-10-25 15:00:34.537
20,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,20,10504.61718750000000000000,12747.88574218750000000000,238.02200317382812000000,12:05:38,N,2018-10-25 15:00:34.537
21,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,21,10521.79296875000000000000,12738.29296875000000000000,236.56399536132812000000,12:05:39,N,2018-10-25 15:00:34.537
22,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,22,10538.43066406250000000000,12728.86230468750000000000,234.40400695800780000000,12:05:39,N,2018-10-25 15:00:34.537
23,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,23,10554.56738281250000000000,12719.58105468750000000000,231.55000305175780000000,12:05:39,N,2018-10-25 15:00:34.537
24,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,24,10570.23925781250000000000,12710.44335937500000000000,228.00900268554688000000,12:05:39,N,2018-10-25 15:00:34.537
25,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,25,10585.48046875000000000000,12701.43847656250000000000,223.78900146484375000000,12:05:39,N,2018-10-25 15:00:34.537
26,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,26,10600.32324218750000000000,12692.55859375000000000000,218.89900207519530000000,12:05:40,N,2018-10-25 15:00:34.537
27,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,27,10614.79980468750000000000,12683.79785156250000000000,213.34800720214844000000,12:05:40,N,2018-10-25 15:00:34.537
28,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,28,10628.94238281250000000000,12675.14843750000000000000,207.14399719238280000000,12:05:40,N,2018-10-25 15:00:34.537
29,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,29,10642.78125000000000000000,12666.60253906250000000000,200.29499816894530000000,12:05:40,Y,2018-10-25 15:00:34.537
30,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,30,10656.34472656250000000000,12658.15625000000000000000,192.80999755859375000000,12:05:40,Y,2018-10-25 15:00:34.537
31,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,31,10669.66406250000000000000,12649.79980468750000000000,184.69400024414062000000,12:05:41,Y,2018-10-25 15:00:34.537
32,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,32,10682.76757812500000000000,12641.53027343750000000000,175.95599365234375000000,12:05:41,Y,2018-10-25 15:00:34.537
33,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,33,10695.68261718750000000000,12633.33984375000000000000,166.59899902343750000000,12:05:41,Y,2018-10-25 15:00:34.537
