Id,Tour,Tour Description,Year,Tournament Sequence Number,Tournament Permanent Number,Tournament Name,Player Number,Player First Name,Player Last Name,Round,Hole Number,Hole Sequence Number,Shot Sequence Number,Club Head Speed,Ball Speed,Smash Factor,Vertical Launch Angle,Horizontal Launch Angle,Valid Launch Spin,Launch Spin,Valid Apex,Apex Range,Apex Side,Apex Height,Valid Actual,Actual Flight Time,Actual Landing Angle,Actual Landing Speed,Actual Range,Actual Side,Actual Height,Valid Flat,Flat Flight Time,Flat Landing Angle,Flat Landing Speed,Flat Range,Flat Side,X Coordinate of Impact,Y Coordinate of Impact,Z Coordinate of Impact,Distance of Impact,Course Number,Course Name,Valid Calculated Drive,Valid Stored Drive,Club,Total Distance,Ending Location Code,Ending Location Description,Weather,Trajectory Sequence,Trajectory X Coordinate,Trajectory Y Coordinate,Trajectory Z Coordinate,Trajectory Time,Extrapolated,Last Updated
34,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,34,10708.43554687500000000000,12625.22167968750000000000,156.62899780273438000000,12:05:41,Y,2018-10-25 15:00:34.537
35,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,35,10721.05175781250000000000,12617.17089843750000000000,146.04899597167970000000,12:05:41,Y,2018-10-25 15:00:34.537
36,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,36,10733.55566406250000000000,12609.17871093750000000000,134.86000061035156000000,12:05:42,Y,2018-10-25 15:00:34.537
37,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,37,10745.96777343750000000000,12601.23925781250000000000,123.06300354003906000000,12:05:42,Y,2018-10-25 15:00:34.537
38,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,38,10758.30761718750000000000,12593.34375000000000000000,110.65599822998047000000,12:05:42,Y,2018-10-25 15:00:34.537
39,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,39,10770.58886718750000000000,12585.48535156250000000000,97.63700103759766000000,12:05:42,Y,2018-10-25 15:00:34.537
40,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,40,10782.82324218750000000000,12577.65332031250000000000,84.00099945068360000000,12:05:42,Y,2018-10-25 15:00:34.537
41,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,41,10795.01660156250000000000,12569.83984375000000000000,69.74199676513672000000,12:05:43,Y,2018-10-25 15:00:34.537
42,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,42,10807.17187500000000000000,12562.03515625000000000000,54.85200119018555000000,12:05:43,Y,2018-10-25 15:00:34.537
43,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,43,10819.28125000000000000000,12554.22656250000000000000,39.31900024414062500000,12:05:43,Y,2018-10-25 15:00:34.537
44,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,1,5,14,1,112.22899627685547000000,168.81700134277344000000,1.50399994850158700000,11.70199966430664000000,-2.71300005912780760000,Y,2422,Y,543.05603027343750000000,4.42600011825561500000,102.38200378417969000000,Y,5461.02001953125000000000,-37.54299926757812500000,60.17900085449219000000,723.05603027343750000000,24.23200035095215000000,68.62300109863281000000,Y,6970.00000000000000000000,-37.54299926757812500000,73.07499694824219000000,838.85797119140620000000,41.38100051879883000000,10752.65527343750000000000,12596.95996093750000000000,116.33799743652344000000,168.81700134277344000000,552,Silverado Resort and Spa North,Y,Y,CDR,10381,ORO,Primary Rough, Light,44,10819.88476562500000000000,12553.83593750000000000000,38.52500152587890600000,12:05:43,Y,2018-10-25 15:00:34.537
45,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,1,9974.54003906250000000000,12962.44921875000000000000,135.42300415039062000000,16:25:06,N,2018-10-25 15:00:34.537
46,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,2,10017.87109375000000000000,12946.95898437500000000000,146.86199951171875000000,16:25:06,N,2018-10-25 15:00:34.537
47,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,3,10058.36816406250000000000,12932.17578125000000000000,157.81799316406250000000,16:25:06,N,2018-10-25 15:00:34.537
48,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,4,10096.29492187500000000000,12918.04199218750000000000,168.25500488281250000000,16:25:06,N,2018-10-25 15:00:34.537
49,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,5,10131.89355468750000000000,12904.50585937500000000000,178.13999938964844000000,16:25:06,N,2018-10-25 15:00:34.537
50,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,6,10165.38378906250000000000,12891.51660156250000000000,187.44200134277344000000,16:25:07,N,2018-10-25 15:00:34.537
51,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,7,10196.96386718750000000000,12879.03125000000000000000,196.13499450683594000000,16:25:07,N,2018-10-25 15:00:34.537
52,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,8,10226.81152343750000000000,12867.00390625000000000000,204.19700622558594000000,16:25:07,N,2018-10-25 15:00:34.537
53,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,9,10255.09179687500000000000,12855.39746093750000000000,211.60600280761720000000,16:25:07,N,2018-10-25 15:00:34.537
54,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,10,10281.94824218750000000000,12844.17382812500000000000,218.34500122070312000000,16:25:07,N,2018-10-25 15:00:34.537
55,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,11,10307.51269531250000000000,12833.30078125000000000000,224.39799499511720000000,16:25:08,N,2018-10-25 15:00:34.537
56,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,12,10331.90527343750000000000,12822.74804687500000000000,229.75300598144530000000,16:25:08,N,2018-10-25 15:00:34.537
57,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,13,10355.22753906250000000000,12812.48730468750000000000,234.39900207519530000000,16:25:08,N,2018-10-25 15:00:34.537
58,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,14,10377.57812500000000000000,12802.49316406250000000000,238.32600402832030000000,16:25:08,N,2018-10-25 15:00:34.537
59,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,15,10399.04003906250000000000,12792.74121093750000000000,241.52799987792970000000,16:25:08,N,2018-10-25 15:00:34.537
60,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,16,10419.68945312500000000000,12783.21191406250000000000,243.99899291992188000000,16:25:09,N,2018-10-25 15:00:34.537
61,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,17,10439.59375000000000000000,12773.88574218750000000000,245.73500061035156000000,16:25:09,N,2018-10-25 15:00:34.537
62,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,18,10458.81542968750000000000,12764.74707031250000000000,246.73300170898438000000,16:25:09,N,2018-10-25 15:00:34.537
63,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,19,10477.40722656250000000000,12755.77929687500000000000,246.99200439453125000000,16:25:09,N,2018-10-25 15:00:34.537
64,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,20,10495.42089843750000000000,12746.96875000000000000000,246.51100158691406000000,16:25:09,N,2018-10-25 15:00:34.537
65,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,21,10512.90136718750000000000,12738.30468750000000000000,245.29200744628906000000,16:25:10,N,2018-10-25 15:00:34.537
66,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,22,10529.88769531250000000000,12729.77734375000000000000,243.33399963378906000000,16:25:10,N,2018-10-25 15:00:34.537
67,R,PGA TOUR,2018,10,464,Safeway Open,1249,John,Daly,3,5,14,1,111.75199890136719000000,167.93400573730470000000,1.50199997425079350000,12.63000011444091800000,0.43900001049041750000,Y,2430,Y,541.71899414062500000000,0.32800000905990600000,111.57700347900390000000,Y,5406.78906250000000000000,-39.86899948120117000000,60.91299819946289000000,708.80902099609380000000,15.35700035095214800000,80.58300018310547000000,N,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10757.16796875000000000000,12607.95214843750000000000,116.84899902343750000000,167.93400573730470000000,552,Silverado Resort and Spa North,Y,Y,CDR,9137,ORO,Primary Rough, 5-10,23,10546.42089843750000000000,12721.37402343750000000000,240.63999938964844000000,16:25:10,N,2018-10-25 15:00:34.537
