To Location(Scorer),X Coordinate,Y Coordinate
Green,10964.94100000000000000000,8712.05800000000000000000
Green,10959.49500000000000000000,8702.81200000000000000000
Green,10934.45100000000000000000,8731.70800000000000000000
Green,10966.82900000000000000000,8701.77300000000000000000
Green,10943.50200000000000000000,8703.57200000000000000000
Green,10954.66800000000000000000,8721.22900000000000000000
Green,10960.68100000000000000000,8702.56400000000000000000
Green,10933.05400000000000000000,8700.46100000000000000000
Green,10954.69900000000000000000,8713.14700000000000000000
Green,10955.63200000000000000000,8713.26000000000000000000
Green,10961.51400000000000000000,8702.55700000000000000000
Green,10939.51500000000000000000,8712.35600000000000000000
Green,10963.55100000000000000000,8701.39600000000000000000
Green,10958.58500000000000000000,8711.45300000000000000000
Green,10962.49300000000000000000,8702.07900000000000000000
Green,10963.75400000000000000000,8702.42900000000000000000
Green,10966.39600000000000000000,8697.70000000000000000000
Green,10960.97000000000000000000,8704.98900000000000000000
Green,10937.18700000000000000000,8751.51300000000000000000
Green,10963.12300000000000000000,8705.14600000000000000000
Green,10959.45900000000000000000,8697.49000000000000000000
Green,10956.01900000000000000000,8700.26800000000000000000
Green,10960.57200000000000000000,8705.71800000000000000000
Green,10942.76300000000000000000,8704.19300000000000000000
Green,10962.21700000000000000000,8704.09500000000000000000
Green,10945.15900000000000000000,8702.02300000000000000000
Green,10961.95400000000000000000,8704.21300000000000000000
Green,10957.12100000000000000000,8712.79300000000000000000
Green,10961.07000000000000000000,8705.31600000000000000000
Green,10949.63200000000000000000,8698.52700000000000000000
Green,10959.08800000000000000000,8714.95100000000000000000
Green,10948.14300000000000000000,8726.39900000000000000000
Green,10961.98300000000000000000,8699.31300000000000000000
Green,10968.95400000000000000000,8702.83700000000000000000
Green,10954.47700000000000000000,8706.80900000000000000000
Green,10955.54700000000000000000,8731.49100000000000000000
Green,10960.88200000000000000000,8703.19600000000000000000
Green,10945.87400000000000000000,8708.72900000000000000000
Green,10958.22800000000000000000,8705.51000000000000000000
Green,10958.80600000000000000000,8706.14800000000000000000
Green,10943.38300000000000000000,8705.86700000000000000000
Green,10955.93800000000000000000,8695.09400000000000000000
Green,10961.03500000000000000000,8705.62400000000000000000
Green,10962.09100000000000000000,8704.76100000000000000000
Green,10942.50800000000000000000,8703.27100000000000000000
Green,10961.89000000000000000000,8704.80900000000000000000
Green,10950.27700000000000000000,8714.26900000000000000000
Green,10960.79700000000000000000,8702.73900000000000000000
Green,10958.96200000000000000000,8706.31100000000000000000
Green,10947.91000000000000000000,8708.37800000000000000000
Green,10961.36000000000000000000,8704.33000000000000000000
Green,10940.52600000000000000000,8744.20300000000000000000
Green,10960.12100000000000000000,8704.61000000000000000000
Green,10936.43200000000000000000,8731.99600000000000000000
Green,10963.51300000000000000000,8695.44400000000000000000
Green,10949.00700000000000000000,8721.62600000000000000000
Green,10960.24600000000000000000,8701.83900000000000000000
Green,10947.41900000000000000000,8743.08300000000000000000
Green,10961.36000000000000000000,8700.37100000000000000000
Green,10947.39800000000000000000,8709.58400000000000000000
Green,10962.74000000000000000000,8703.54300000000000000000
Green,10942.49200000000000000000,8705.64600000000000000000
Green,10946.65100000000000000000,8755.39700000000000000000
Green,10946.79000000000000000000,8704.44200000000000000000
Green,10934.12300000000000000000,8760.39100000000000000000
Green,10945.17600000000000000000,8696.98100000000000000000
Green,10941.60200000000000000000,8706.23000000000000000000
Green,10940.29900000000000000000,8703.54100000000000000000
Green,10958.52400000000000000000,8718.11900000000000000000
Green,10943.15800000000000000000,8703.80100000000000000000
Green,10953.14400000000000000000,8706.08300000000000000000
Green,10940.89500000000000000000,8703.79500000000000000000
Green,10954.28700000000000000000,8749.07100000000000000000
Green,10948.79000000000000000000,8700.54300000000000000000
Green,10943.29400000000000000000,8705.35200000000000000000
Green,10952.84200000000000000000,8701.94100000000000000000
Green,10941.25000000000000000000,8705.63600000000000000000
Green,10968.23100000000000000000,8709.43800000000000000000
Green,10948.59600000000000000000,8706.77300000000000000000
Green,10965.95600000000000000000,8711.71700000000000000000
Green,10941.53400000000000000000,8705.55300000000000000000
Green,10934.91800000000000000000,8704.04900000000000000000
Green,10942.95100000000000000000,8710.21600000000000000000
Green,10947.62300000000000000000,8712.35800000000000000000
Green,10943.35000000000000000000,8703.31300000000000000000
Green,10931.06500000000000000000,8737.71200000000000000000
Green,10944.31900000000000000000,8704.01300000000000000000
Green,10929.32200000000000000000,8730.10800000000000000000
Green,10943.83600000000000000000,8700.93000000000000000000
Green,10963.76200000000000000000,8711.68000000000000000000
Green,10942.05100000000000000000,8704.57400000000000000000
Green,10931.21100000000000000000,8705.91300000000000000000
Green,10945.25700000000000000000,8703.63300000000000000000
Green,10954.71300000000000000000,8712.98000000000000000000
Green,10951.74900000000000000000,8701.86900000000000000000
Green,10951.93400000000000000000,8713.73300000000000000000
Green,10941.80200000000000000000,8703.94600000000000000000
Green,10959.86200000000000000000,8731.52700000000000000000
Green,10959.81500000000000000000,8738.13200000000000000000
Green,10942.96800000000000000000,8706.97800000000000000000
Green,10932.95600000000000000000,8725.45300000000000000000
Green,10944.77200000000000000000,8698.78300000000000000000
Green,10944.46200000000000000000,8730.55800000000000000000
Green,10945.66100000000000000000,8701.09900000000000000000
Green,10935.75100000000000000000,8747.91100000000000000000
Green,10941.29100000000000000000,8697.80400000000000000000
Green,10943.23400000000000000000,8704.65500000000000000000
Green,10958.56200000000000000000,8729.13000000000000000000
Green,10943.01700000000000000000,8701.18900000000000000000
Green,10921.43400000000000000000,8736.32500000000000000000
Green,10943.14700000000000000000,8703.64100000000000000000
Green,10949.69400000000000000000,8733.22500000000000000000
Green,10940.41700000000000000000,8695.88600000000000000000
Green,10943.77300000000000000000,8706.46800000000000000000
Green,10946.62500000000000000000,8756.61400000000000000000
Green,10944.79100000000000000000,8702.09000000000000000000
Green,10956.19600000000000000000,8705.63500000000000000000
Green,10940.96400000000000000000,8704.82200000000000000000
Green,10951.16900000000000000000,8703.30700000000000000000
Green,10965.68500000000000000000,8702.47200000000000000000
Green,10927.06300000000000000000,8731.91200000000000000000
Green,10941.29800000000000000000,8704.15300000000000000000
Green,10939.14900000000000000000,8745.13400000000000000000
Green,10946.28900000000000000000,8710.14800000000000000000
Green,10945.24100000000000000000,8704.81000000000000000000
Green,10964.52100000000000000000,8698.88700000000000000000
Green,10945.04000000000000000000,8704.50600000000000000000
Green,10948.55300000000000000000,8715.62700000000000000000
Green,10938.67400000000000000000,8735.30400000000000000000
Green,10944.95500000000000000000,8701.63900000000000000000
Green,10942.75800000000000000000,8705.81100000000000000000
Green,10958.52800000000000000000,8734.56500000000000000000
Green,10941.51500000000000000000,8702.55400000000000000000
Green,10952.72700000000000000000,8741.63200000000000000000
Green,10942.98200000000000000000,8699.82400000000000000000
Green,10933.87800000000000000000,8729.21200000000000000000
Green,10942.58900000000000000000,8703.39900000000000000000
Green,10956.24700000000000000000,8717.54000000000000000000
Green,10941.00100000000000000000,8701.44900000000000000000
Green,10944.36400000000000000000,8706.03900000000000000000
Green,10944.97600000000000000000,8751.40000000000000000000
Green,10944.12800000000000000000,8706.27800000000000000000
Green,10945.05000000000000000000,8704.12100000000000000000
Green,10950.35200000000000000000,8708.43200000000000000000
Green,10941.25300000000000000000,8704.28000000000000000000
Green,10925.30300000000000000000,8730.28200000000000000000
Green,10940.82800000000000000000,8705.26800000000000000000
Green,10945.97800000000000000000,8710.40600000000000000000
Green,10954.26500000000000000000,8732.85600000000000000000
Green,10945.15400000000000000000,8701.35700000000000000000
Green,10942.64600000000000000000,8706.27700000000000000000
Green,10938.62100000000000000000,8709.94800000000000000000
Green,10944.73300000000000000000,8705.00200000000000000000
Green,10950.57300000000000000000,8719.02900000000000000000
Green,10935.23800000000000000000,8728.99300000000000000000
Green,10943.62900000000000000000,8698.39000000000000000000
Green,10943.44900000000000000000,8706.80600000000000000000
Green,10953.25100000000000000000,8739.69500000000000000000
Green,10940.89400000000000000000,8697.42800000000000000000
Green,10943.97600000000000000000,8705.93000000000000000000
Green,10943.68300000000000000000,8739.27900000000000000000
Green,10977.70900000000000000000,8748.67100000000000000000
Green,10952.60500000000000000000,8713.12400000000000000000
Green,10983.04700000000000000000,8755.59400000000000000000
Green,10957.89700000000000000000,8750.63500000000000000000
Green,10974.86000000000000000000,8753.11000000000000000000
Green,10976.23400000000000000000,8766.43500000000000000000
Green,10980.01900000000000000000,8752.97800000000000000000
Green,10931.13500000000000000000,8764.89100000000000000000
Green,10978.52500000000000000000,8751.62000000000000000000
Green,10941.77600000000000000000,8701.50800000000000000000
Green,10979.44500000000000000000,8749.34700000000000000000
Green,10966.30000000000000000000,8695.74000000000000000000
Green,10978.08200000000000000000,8758.05700000000000000000
Green,10979.87400000000000000000,8749.78400000000000000000
Green,10938.94600000000000000000,8763.59100000000000000000
Green,10976.17400000000000000000,8752.60900000000000000000
Green,10950.00200000000000000000,8733.80900000000000000000
Green,10979.44100000000000000000,8754.69000000000000000000
Green,10974.09400000000000000000,8759.31800000000000000000
Green,10965.31800000000000000000,8758.05300000000000000000
Green,10941.21100000000000000000,8766.95600000000000000000
Green,10975.71300000000000000000,8755.20500000000000000000
Green,10982.45000000000000000000,8749.19100000000000000000
Green,10962.90400000000000000000,8699.50100000000000000000
Green,10980.93700000000000000000,8754.84700000000000000000
Green,10951.53900000000000000000,8712.48700000000000000000
Green,10984.04000000000000000000,8751.82600000000000000000
Green,10932.99600000000000000000,8765.59500000000000000000
Green,10976.92400000000000000000,8754.12400000000000000000
Green,10961.95000000000000000000,8736.37300000000000000000
Green,10984.23400000000000000000,8754.45300000000000000000
Green,10975.78000000000000000000,8753.84500000000000000000
Green,10964.54400000000000000000,8701.25700000000000000000
Green,10977.43500000000000000000,8748.93700000000000000000
Green,10981.53600000000000000000,8757.31700000000000000000
Green,10971.20100000000000000000,8750.23600000000000000000
Green,10980.71300000000000000000,8751.52700000000000000000
Green,10933.31400000000000000000,8742.54300000000000000000
Green,10979.46600000000000000000,8749.63600000000000000000
Green,10941.54000000000000000000,8735.46600000000000000000
Green,10981.74400000000000000000,8750.01500000000000000000
Green,10985.49100000000000000000,8752.82800000000000000000
Green,10960.49300000000000000000,8768.53800000000000000000
Green,10981.85200000000000000000,8753.08300000000000000000
Green,10965.82900000000000000000,8756.70200000000000000000
Green,10956.65900000000000000000,8760.32500000000000000000
Green,10987.20800000000000000000,8751.69800000000000000000
Green,10979.69700000000000000000,8752.21600000000000000000
Green,10951.07400000000000000000,8733.07500000000000000000
Green,10974.99700000000000000000,8751.73400000000000000000
Green,10938.79000000000000000000,8752.44600000000000000000
Green,10985.10700000000000000000,8755.57500000000000000000
Green,10967.73100000000000000000,8756.97500000000000000000
Green,10979.58600000000000000000,8753.29500000000000000000
Green,10944.98600000000000000000,8702.50300000000000000000
Green,10983.38000000000000000000,8751.26900000000000000000
Green,10988.79800000000000000000,8749.10100000000000000000
Green,10948.72500000000000000000,8739.81000000000000000000
Green,10985.22600000000000000000,8753.71800000000000000000
Green,10968.24000000000000000000,8770.45000000000000000000
Green,10980.04300000000000000000,8754.02100000000000000000
Green,10953.06900000000000000000,8743.84400000000000000000
Green,10962.35800000000000000000,8702.24000000000000000000
Green,10943.08300000000000000000,8708.19000000000000000000
Green,10960.93000000000000000000,8704.43600000000000000000
Green,10955.95200000000000000000,8705.45200000000000000000
Green,10962.37200000000000000000,8704.59100000000000000000
Green,10960.09100000000000000000,8704.41500000000000000000
Green,10937.83200000000000000000,8699.44300000000000000000
Green,10959.77500000000000000000,8704.73300000000000000000
Green,10926.26700000000000000000,8746.01800000000000000000
Green,10959.37700000000000000000,8711.23300000000000000000
Green,10961.47200000000000000000,8702.80000000000000000000
Green,10943.94800000000000000000,8705.24400000000000000000
Green,10962.92500000000000000000,8701.13200000000000000000
Green,10957.88300000000000000000,8696.39300000000000000000
Green,10951.26100000000000000000,8724.24000000000000000000
Green,10960.68800000000000000000,8702.32100000000000000000
Green,10930.27800000000000000000,8733.84200000000000000000
Green,10958.81000000000000000000,8702.76400000000000000000
Green,10947.58400000000000000000,8708.08300000000000000000
Green,10961.43400000000000000000,8704.39600000000000000000
Green,10946.09600000000000000000,8702.52900000000000000000
Green,10962.60600000000000000000,8705.22500000000000000000
Green,10937.08600000000000000000,8755.59400000000000000000
Green,10958.36200000000000000000,8705.72100000000000000000
Green,10959.19900000000000000000,8706.54700000000000000000
Green,10965.94900000000000000000,8708.94000000000000000000
Green,10959.57500000000000000000,8702.87900000000000000000
Green,10975.50600000000000000000,8744.10200000000000000000
Green,10960.63200000000000000000,8697.42300000000000000000
Green,10969.28100000000000000000,8763.50300000000000000000
Green,10967.48100000000000000000,8706.35300000000000000000
Green,10958.15100000000000000000,8704.66300000000000000000
Green,10970.29800000000000000000,8707.17600000000000000000
Green,10968.39700000000000000000,8702.82800000000000000000
Green,10940.46900000000000000000,8701.16400000000000000000
Green,10961.66900000000000000000,8703.92600000000000000000
Green,10951.98000000000000000000,8766.42400000000000000000
Green,10965.67900000000000000000,8704.14600000000000000000
Green,10967.28600000000000000000,8704.11200000000000000000
Green,10958.92400000000000000000,8705.25200000000000000000
Green,10922.58000000000000000000,8746.10900000000000000000
Green,10957.62900000000000000000,8708.50100000000000000000
Green,10946.60000000000000000000,8732.25300000000000000000
Green,10962.11300000000000000000,8703.32800000000000000000
Green,10948.21100000000000000000,8724.96000000000000000000
Green,10960.23400000000000000000,8699.76500000000000000000
Green,10963.18400000000000000000,8708.46500000000000000000
Green,10958.40600000000000000000,8700.84000000000000000000
Green,10962.27900000000000000000,8697.60600000000000000000
Green,10961.08000000000000000000,8706.19800000000000000000
Green,10945.40300000000000000000,8703.23400000000000000000
Green,10962.51400000000000000000,8704.81100000000000000000
Green,10956.44100000000000000000,8709.89200000000000000000
Green,10961.06700000000000000000,8705.03400000000000000000
Green,10953.66000000000000000000,8713.83800000000000000000
Green,10962.21500000000000000000,8703.95900000000000000000
Green,10918.36500000000000000000,8734.94400000000000000000
Green,10957.54500000000000000000,8707.20800000000000000000
Green,10963.03600000000000000000,8704.66000000000000000000
Green,10922.82100000000000000000,8742.67200000000000000000
Green,10956.58800000000000000000,8707.06600000000000000000
Green,10953.69000000000000000000,8726.65800000000000000000
Green,10960.43000000000000000000,8702.75100000000000000000
Green,10943.19400000000000000000,8708.10000000000000000000
Green,10961.09600000000000000000,8704.76200000000000000000
Green,10977.74200000000000000000,8751.90000000000000000000
Green,10957.71300000000000000000,8702.30900000000000000000
Green,10962.89900000000000000000,8703.85100000000000000000
Green,10947.22900000000000000000,8730.15100000000000000000
Green,10960.71000000000000000000,8704.88000000000000000000
Green,10963.13700000000000000000,8711.49700000000000000000
Green,10960.26600000000000000000,8704.69400000000000000000
Green,10959.12100000000000000000,8710.13200000000000000000
Green,10943.63900000000000000000,8733.36000000000000000000
Green,10959.14400000000000000000,8702.09300000000000000000
Green,10951.21800000000000000000,8748.20300000000000000000
Green,10961.83100000000000000000,8708.94600000000000000000
Green,10943.30400000000000000000,8706.97900000000000000000
Green,10936.69900000000000000000,8708.12800000000000000000
Green,10960.99400000000000000000,8704.42900000000000000000
Green,10948.27600000000000000000,8724.70200000000000000000
Green,10962.93900000000000000000,8699.17700000000000000000
Green,10968.59400000000000000000,8698.12400000000000000000
Green,10960.01500000000000000000,8704.76300000000000000000
Green,10959.58700000000000000000,8739.54500000000000000000
Green,10961.28000000000000000000,8701.10200000000000000000
Green,10946.59800000000000000000,8709.95000000000000000000
Green,10965.92000000000000000000,8701.18800000000000000000
Green,10963.32600000000000000000,8705.25200000000000000000
Green,10927.78100000000000000000,8749.06300000000000000000
Green,10960.25500000000000000000,8706.88100000000000000000
Green,10927.43700000000000000000,8725.61800000000000000000
Green,10954.10000000000000000000,8707.88600000000000000000
Green,10927.27300000000000000000,8705.43000000000000000000
Green,10957.70400000000000000000,8705.15200000000000000000
Green,10951.10200000000000000000,8730.54100000000000000000
Green,10961.44400000000000000000,8701.49200000000000000000
Green,10940.87500000000000000000,8704.10800000000000000000
Green,10963.51700000000000000000,8703.15700000000000000000
Green,10953.74500000000000000000,8705.74500000000000000000
Green,10961.40800000000000000000,8703.32800000000000000000
Green,10946.70700000000000000000,8709.30500000000000000000
Green,10968.50500000000000000000,8703.45800000000000000000
Green,10960.64500000000000000000,8725.77800000000000000000
Green,10962.80200000000000000000,8700.41800000000000000000
Green,10960.99500000000000000000,8705.74400000000000000000
Green,10940.97800000000000000000,8705.57300000000000000000
Green,10963.76900000000000000000,8704.19100000000000000000
Green,10947.82000000000000000000,8710.21200000000000000000
Green,10961.59300000000000000000,8702.81600000000000000000
Green,10954.55300000000000000000,8704.25200000000000000000
Green,10931.98600000000000000000,8735.77100000000000000000
Green,10964.44100000000000000000,8703.29000000000000000000
Green,10950.31200000000000000000,8745.04900000000000000000
Green,10962.86700000000000000000,8703.01200000000000000000
Green,10987.95900000000000000000,8754.49200000000000000000
Green,10950.54800000000000000000,8701.96800000000000000000
Green,10961.38900000000000000000,8704.23800000000000000000
Green,10939.97400000000000000000,8743.52800000000000000000
Green,10957.93500000000000000000,8704.58500000000000000000
Green,10962.62700000000000000000,8703.65900000000000000000
Green,10953.45700000000000000000,8734.81100000000000000000
Green,10960.01600000000000000000,8703.29300000000000000000
Green,10945.00700000000000000000,8707.96700000000000000000
Green,10960.11600000000000000000,8704.45600000000000000000
Green,10950.95600000000000000000,8732.45500000000000000000
Green,10961.48200000000000000000,8701.66200000000000000000
Green,10968.29800000000000000000,8707.51600000000000000000
Green,10958.19700000000000000000,8703.81700000000000000000
Green,10977.63700000000000000000,8753.81900000000000000000
Green,10962.21200000000000000000,8704.45800000000000000000
